ext,source,qid,label,description,aliases,enwiki_title,wikidata_url,wikipedia_url,mime_types,instance_of_labels,instance_of_qids,suggested_label,wikidata_rank,wikipedia_note
fcs,wikidata,Q105855346,Foobar 2000 Columns UI settings,file format,,,https://www.wikidata.org/wiki/Q105855346,,,file format,Q235557,,normal,
fcstd,wikidata,Q105855518,FreeCAD Standard document,file format,,,https://www.wikidata.org/wiki/Q105855518,,application/octet-stream,file format,Q235557,,normal,
fcv,wikidata,Q105855165,ColecoVision Font,file format,,,https://www.wikidata.org/wiki/Q105855165,,text/plain,file format,Q235557,,normal,
fcw,wikidata,Q67206686,FastCAD Windows file,file format,.fcw,,https://www.wikidata.org/wiki/Q67206686,,,file format,Q235557,,normal,
fcx,wikidata,Q100299731,"Flow Charting file format, version 6",file format,,,https://www.wikidata.org/wiki/Q100299731,,,file format,Q235557,,normal,
fcx,wikidata,Q117843485,Faxable PCX,file format,,,https://www.wikidata.org/wiki/Q117843485,,,file format,Q235557,,normal,
fd,wikidata,Q105855183,LaTeX Font Definition (with rem),file format,,,https://www.wikidata.org/wiki/Q105855183,,text/plain,file format,Q235557,,normal,
fd,wikidata,Q105855228,FastDir-like quick directory lookup data,file format,,,https://www.wikidata.org/wiki/Q105855228,,application/octet-stream,file format,Q235557,,normal,
fd,wikidata,Q105855453,LaTeX Font Definition,file format,,,https://www.wikidata.org/wiki/Q105855453,,text/plain,file format,Q235557,,normal,
fdb,wikidata,Q105855184,Firebird database,file format,,,https://www.wikidata.org/wiki/Q105855184,,,file format,Q235557,,normal,
fdb,wikidata,Q105855294,Runes of Magic game data archive,file format,,,https://www.wikidata.org/wiki/Q105855294,,application/octet-stream,file format,Q235557,,normal,
fdb,wikidata,Q133789864,Portfolio Document,file format,,,https://www.wikidata.org/wiki/Q133789864,,,file format,Q235557,,normal,
fdb,wikidata,Q28755730,FDB (Legacy Family Tree),file format,Legacy Family Tree Database 3-9; .fdb,,https://www.wikidata.org/wiki/Q28755730,,,file format,Q235557,,normal,
fdb,wikidata,Q5439272,Font Definition Block,file format,FDB; .fdb,FDB (file format),https://www.wikidata.org/wiki/Q5439272,https://en.wikipedia.org/wiki/FDB_(file_format),,font file format,Q55281818,binary:font,normal,
fdd,wikidata,Q105857604,Virtual Floppy Disk image (v1.00),file format,,,https://www.wikidata.org/wiki/Q105857604,,application/octet-stream,file format,Q235557,,normal,
fdd,wikidata,Q118218029,FotoFinish Layout,file format,,,https://www.wikidata.org/wiki/Q118218029,,,file format,Q235557,,normal,
fdf,wikidata,Q105855249,Origin Fitting Function Definition File,file format,,,https://www.wikidata.org/wiki/Q105855249,,text/plain,file format,Q235557,,normal,
fdf,wikidata,Q105857947,Floppy Disk File image,file format,,,https://www.wikidata.org/wiki/Q105857947,,application/octet-stream,file format,Q235557,,normal,
fdf,wikidata,Q131543477,Varian FDF file format,file format,Varian FDF; FDF file,,https://www.wikidata.org/wiki/Q131543477,,,file format,Q235557,,normal,
fdf,wikidata,Q28755749,FDF,format for storing and transferring data entered into a form in a PDF file,Forms Data Format; PDF Form Data Files; Form Data File; Acrobat Forms Data Format,,https://www.wikidata.org/wiki/Q28755749,,application/vnd.fdf,file format,Q235557,,normal,
fdi,wikidata,Q105855330,Full Disk Image,file format,,,https://www.wikidata.org/wiki/Q105855330,,application/octet-stream,file format,Q235557,,normal,
fdi,wikidata,Q105857635,Anex86 PC98 floppy image (1.2MB),file format,,,https://www.wikidata.org/wiki/Q105857635,,application/octet-stream,file format,Q235557,,normal,
fdi,wikidata,Q105857899,Anex86 PC98 floppy image (720KB),file format,,,https://www.wikidata.org/wiki/Q105857899,,application/octet-stream,file format,Q235557,,normal,
fdi,wikidata,Q105858066,Anex86 PC98 floppy image (640KB),file format,,,https://www.wikidata.org/wiki/Q105858066,,application/octet-stream,file format,Q235557,,normal,
fdi,wikidata,Q105858160,Anex86 PC98 floppy image (1.44MB),file format,,,https://www.wikidata.org/wiki/Q105858160,,application/octet-stream,file format,Q235557,,normal,
fdi,wikidata,Q28755755,FDI,,,,https://www.wikidata.org/wiki/Q28755755,,,disk image format,Q138827382,binary:other,normal,
fdm,wikidata,Q105855246,Floppy Disk Manager disk image,file format,,,https://www.wikidata.org/wiki/Q105855246,,,file format,Q235557,,normal,
fdm_material,wikidata,Q105855325,FDM Material info,file format,,,https://www.wikidata.org/wiki/Q105855325,,application/octet-stream,file format,Q235557,,normal,
fdneut,wikidata,Q105855245,FIDAP Neutral format,file format,,,https://www.wikidata.org/wiki/Q105855245,,text/plain,file format,Q235557,,normal,
fdoc,wikidata,Q105855220,XPS FixedDocument object,file format,,,https://www.wikidata.org/wiki/Q105855220,,text/xml,file format,Q235557,,normal,
fdoc,wikidata,Q105855504,XPS FixedDocument object (UTF-8),file format,,,https://www.wikidata.org/wiki/Q105855504,,text/xml,file format,Q235557,,normal,
fdp,wikidata,Q105855492,FMOD Designer Project,file format,,,https://www.wikidata.org/wiki/Q105855492,,,file format,Q235557,,normal,
fdr,wikidata,Q50308928,Final Draft 5-7 Document,file format,.fdr,,https://www.wikidata.org/wiki/Q50308928,,application/octet-stream,file format,Q235557,,normal,
fds,wikidata,Q105855182,FireDAC database,file format,,,https://www.wikidata.org/wiki/Q105855182,,application/octet-stream,file format,Q235557,,normal,
fds,wikidata,Q105857678,Famicom Disk System disk image,file format,,,https://www.wikidata.org/wiki/Q105857678,,application/x-fds-disk,disk image format,Q138827382,binary:other,normal,
fds,wikidata,Q113674284,Final Draft Secure Copy,file format,,,https://www.wikidata.org/wiki/Q113674284,,,file format,Q235557,,normal,
fdt,wikidata,Q113674366,Final Draft 5-7 Template,file format,,,https://www.wikidata.org/wiki/Q113674366,,,file format,Q235557,,normal,
fdt,wikidata,Q118218195,FotoFinish Layout Template,file format,,,https://www.wikidata.org/wiki/Q118218195,,,file format,Q235557,,normal,
fdx,wikidata,Q105855156,Final Draft Script,file format,,,https://www.wikidata.org/wiki/Q105855156,,text/xml,file format,Q235557,,normal,
fdx,wikidata,Q65533627,Food Data Exchange File format,file format,.fdx,,https://www.wikidata.org/wiki/Q65533627,,text/xml,file format,Q235557,,normal,
fdx,wikidata,Q93431491,Final Draft Document 8,file format,.fdx; Final Draft Document; fdx; Final Draft XML Format,,https://www.wikidata.org/wiki/Q93431491,,,file format,Q235557,,normal,
fdxt,wikidata,Q113674320,Final Draft 8 Template,file format,,,https://www.wikidata.org/wiki/Q113674320,,,file format,Q235557,,normal,
fe_launch,wikidata,Q105855494,FCS Express Layout Link,file format,,,https://www.wikidata.org/wiki/Q105855494,,application/vnd.denovo.fcselayout-link,file format,Q235557,,normal,
fea,wikidata,Q105855477,PLS-CADD Feature code,file format,,,https://www.wikidata.org/wiki/Q105855477,,text/plain,file format,Q235557,,normal,
feat,wikidata,Q105855133,Vuforia QCAR Feature,file format,,,https://www.wikidata.org/wiki/Q105855133,,application/octet-stream,file format,Q235557,,normal,
feather,wikidata,Q40410022,Feather,software,,,https://www.wikidata.org/wiki/Q40410022,,,free software,Q341,,normal,
feather,wikidata,Q61998186,Feather file format,file format,.feather,,https://www.wikidata.org/wiki/Q61998186,,,file format,Q235557,,normal,
feature,wikidata,Q105855429,Gherkin Feature,file format,Gherkin file,,https://www.wikidata.org/wiki/Q105855429,,text/x-gherkin; text/plain,file format,Q235557,,normal,
feedback,wikidata,Q105855409,Expression SketchFlow Feedback,file format,,,https://www.wikidata.org/wiki/Q105855409,,,file format,Q235557,,normal,
fef,wikidata,Q105855296,Patton-Patton Flow Charting 3 Export Filter,file format,,,https://www.wikidata.org/wiki/Q105855296,,application/octet-stream,file format,Q235557,,normal,
fem,wikidata,Q105855185,Algor FEMPRO model,file format,,,https://www.wikidata.org/wiki/Q105855185,,application/octet-stream,file format,Q235557,,normal,
fen,wikidata,Q719519,Forsyth–Edwards Notation,text file format that represents a board position in a game of chess,.fen,Forsyth–Edwards Notation,https://www.wikidata.org/wiki/Q719519,https://en.wikipedia.org/wiki/Forsyth–Edwards_Notation,,file format,Q235557,,normal,
fet,wikidata,Q105855484,FET Timetable,file format,,,https://www.wikidata.org/wiki/Q105855484,,text/xml,file format,Q235557,,normal,
fev,wikidata,Q105855179,FMOD Audio Events,file format,,,https://www.wikidata.org/wiki/Q105855179,,application/octet-stream,file format,Q235557,,normal,
fex,wikidata,Q113626475,FOCUS file,file format,,,https://www.wikidata.org/wiki/Q113626475,,,file format,Q235557,,normal,
ff,wikidata,Q28206109,farbfeld,raster graphics format,.ff; Farbfeld,,https://www.wikidata.org/wiki/Q28206109,,application/octet-stream; image/x-farbfeld,image file format,Q1572121,binary:image,normal,
ffdata,wikidata,Q105855157,ABBYY eForm Filler data,file format,,,https://www.wikidata.org/wiki/Q105855157,,,file format,Q235557,,normal,
fff,wikidata,Q105855396,Simplify3D printer profile,file format,,,https://www.wikidata.org/wiki/Q105855396,,text/xml,file format,Q235557,,normal,
fff,wikidata,Q105856869,Gravis UltraSound PnP InterWave patch,file format,,,https://www.wikidata.org/wiki/Q105856869,,,file format,Q235557,,normal,
fff,wikidata,Q118434883,Form File,file format related to ABBYY FormFiller,FormFiller File,,https://www.wikidata.org/wiki/Q118434883,,,file format,Q235557,,normal,
fff,wikidata,Q125514786,Hasselblad RAW Image,file format,Hasselblad RAW Image file; Imacon/Hasselblad RAW format,,https://www.wikidata.org/wiki/Q125514786,,,file format,Q235557,,normal,
fff,wikidata,Q28205348,Flexible File Format,file format,.fff; Imacon 3F; Hasselblad 3F; 3F,,https://www.wikidata.org/wiki/Q28205348,,image/x-raw-imacon,raw image format,Q654383,data:domain,normal,
ffl,wikidata,Q105855427,Fast Find document List,file format,,,https://www.wikidata.org/wiki/Q105855427,,,file format,Q235557,,normal,
ffli,wikidata,Q28206120,Flickering Flexible Line Interpratation,file format,Flickering FLI; FFLI; .ffli,,https://www.wikidata.org/wiki/Q28206120,,application/octet-stream,file format,Q235557,,normal,
ffn,wikidata,Q105855286,FIFA game serie Font,file format,,,https://www.wikidata.org/wiki/Q105855286,,,file format,Q235557,,normal,
ffn,wikidata,Q105855486,The Need For Speed Font,file format,,,https://www.wikidata.org/wiki/Q105855486,,application/octet-stream,file format,Q235557,,normal,
ffn,wikipedia,Q1593782,FASTA format,file format used to store nucleotide or amino acid sequences,FASTA,FASTA format,https://www.wikidata.org/wiki/Q1593782,https://en.wikipedia.org/wiki/FASTA_format,text/plain; chemical/seq-aa-fasta; chemical/seq-na-fasta,file format; textual data format,Q235557; Q59155265,,,
ffna,wikidata,Q105855387,Guild Wars gamedata,file format,,,https://www.wikidata.org/wiki/Q105855387,,,file format,Q235557,,normal,
ffp,wikidata,Q70081372,FLAC Fingerprint file format,file format,.ffp,,https://www.wikidata.org/wiki/Q70081372,,,file format,Q235557,,normal,
ffr,wikidata,Q105855299,FFR archiv format,file format,,,https://www.wikidata.org/wiki/Q105855299,,,file format,Q235557,,normal,
ffs,wikidata,Q105855348,Forge File System game data archive (v1.0),file format,,,https://www.wikidata.org/wiki/Q105855348,,application/octet-stream,file format,Q235557,,normal,
ffs_gui,wikidata,Q105855148,FreeFileSync configuration,file format,,,https://www.wikidata.org/wiki/Q105855148,,text/xml,file format,Q235557,,normal,
fft,wikidata,Q51993886,IBM DisplayWrite Final Form Text File,file format,.fft; DisplayWrite Final Form,,https://www.wikidata.org/wiki/Q51993886,,application/octet-stream,file format,Q235557,,normal,
ffx,wikidata,Q105855180,Microsoft Fast Find Index v1.x,file format,,,https://www.wikidata.org/wiki/Q105855180,,,file format,Q235557,,normal,
ffx,wikidata,Q105855515,PC Animate Plus Frame F/X,file format,,,https://www.wikidata.org/wiki/Q105855515,,application/octet-stream,file format,Q235557,,normal,
ffxml,wikidata,Q105855394,Filter Forge filter,file format,,,https://www.wikidata.org/wiki/Q105855394,,text/xml-filterforge-filter,file format,Q235557,,normal,
fg4,wikidata,Q105855314,FASTGEN Model,file format,,,https://www.wikidata.org/wiki/Q105855314,,text/plain,file format,Q235557,,normal,
fgb,wikidata,Q121493591,FlatGeobuf,a performant binary encoding for geographic data,Flat Geobuf,,https://www.wikidata.org/wiki/Q121493591,,,project; data format; software version,Q170584; Q494823; Q20826013,,normal,
fgeo,wikidata,Q124987792,Dr.Geo document,file format,Dr.Geo file,,https://www.wikidata.org/wiki/Q124987792,,,file format,Q235557,,normal,
fgf,wikidata,Q105858534,FGF bitmap,file format,,,https://www.wikidata.org/wiki/Q105858534,,application/octet-stream,file format,Q235557,,normal,
fh10,wikidata,Q45315825,"Macromedia Freehand file format, version 10",version 10 for the Freehand file format,FreeHand 10,,https://www.wikidata.org/wiki/Q45315825,,,file format,Q235557,,normal,
fh11,wikidata,Q45315974,"Macromedia Freehand MX file format, version 11",version 11 of the FreeHand file format,FreeHand MX; fh11; FreeHand Document,,https://www.wikidata.org/wiki/Q45315974,,,file format,Q235557,,normal,
fh3,wikidata,Q48802090,"Aldus Freehand Drawing, version 3",version 3 of the Aldus Freehand Drawing file format,.fh3,,https://www.wikidata.org/wiki/Q48802090,,application/x-freehand,file format,Q235557,,normal,
fh4,wikidata,Q48802652,"Aldus Freehand Drawing, version 4",version 4 of the Aldus Freehand Drawing file format,.fh4,,https://www.wikidata.org/wiki/Q48802652,,,file format,Q235557,,normal,
fh5,wikidata,Q45315783,"Macromedia Freehand file format, version 5",version 5 of the Freehand file format,fh5; FreeHand 5; FreeHand 5 Document,,https://www.wikidata.org/wiki/Q45315783,,,file format,Q235557,,normal,
fh7,wikidata,Q45315946,"Macromedia Freehand file format, version 7",version 7 of the Freehand file format,fh7; FreeHand 7; FreeHand 7 Document,,https://www.wikidata.org/wiki/Q45315946,,,file format,Q235557,,normal,
fh8,wikidata,Q45315902,"Macromedia Freehand file format, version 8",version 8 of the Macromedia Freehand file format,fh8; FreeHand 8; FreeHand 8 Document,,https://www.wikidata.org/wiki/Q45315902,,,file format,Q235557,,normal,
fh9,wikidata,Q45315877,"Macromedia Freehand file format, version 9",version 9 of the Macromedia Freehand file format,fh9; FreeHand 9; FreeHand 9 Document,,https://www.wikidata.org/wiki/Q45315877,,,file format,Q235557,,normal,
fhf,wikidata,Q105855442,Cleanersoft Free Hide Folder data,file format,,,https://www.wikidata.org/wiki/Q105855442,,,file format,Q235557,,normal,
fhs,wikidata,Q105852636,RoboHelp / FlashHelp skin,file format,,,https://www.wikidata.org/wiki/Q105852636,,text/xml,file format,Q235557,,normal,
fib,wikidata,Q105855287,File Investigator data (generic),file format,,,https://www.wikidata.org/wiki/Q105855287,,,file format,Q235557,,normal,
fic,wikidata,Q105856489,Hyper File database,file format,,,https://www.wikidata.org/wiki/Q105856489,,,file format,Q235557,,normal,
fid,wikidata,Q105855241,Felix format spectra,file format,,,https://www.wikidata.org/wiki/Q105855241,,application/octet-stream,file format,Q235557,,normal,
fid,wikidata,Q105855287,File Investigator data (generic),file format,,,https://www.wikidata.org/wiki/Q105855287,,,file format,Q235557,,normal,
fid,wikidata,Q105867521,NUTS format,file format,,,https://www.wikidata.org/wiki/Q105867521,,application/octet-stream,file format,Q235557,,normal,
fif,wikidata,Q105859191,Fractal Image Format bitmap (alt),file format,,,https://www.wikidata.org/wiki/Q105859191,,application/octet-stream,file format,Q235557,,normal,
fif,wikidata,Q111394920,Form File,file format,,,https://www.wikidata.org/wiki/Q111394920,,,file format,Q235557,,normal,
fif,wikidata,Q1440353,Fractal Image Format,file format,.fif; FIF,,https://www.wikidata.org/wiki/Q1440353,,application/octet-stream; application/fractals; image/fif,image file format,Q1572121,binary:image,normal,
fig,wikidata,Q105855416,Playmation Figure,file format,,,https://www.wikidata.org/wiki/Q105855416,,text/plain,file format,Q235557,,normal,
fig,wikidata,Q105855833,DeskMate Draw drawing,file format,,,https://www.wikidata.org/wiki/Q105855833,,,file format,Q235557,,normal,
fig,wikidata,Q28756261,FIG,file format,.fig; FIG graphics format,,https://www.wikidata.org/wiki/Q28756261,,,file format,Q235557,,normal,
fig,wikidata,Q28771302,Matlab figure,,.fig,,https://www.wikidata.org/wiki/Q28771302,,,file format,Q235557,,normal,
fih,wikidata,Q105855287,File Investigator data (generic),file format,,,https://www.wikidata.org/wiki/Q105855287,,,file format,Q235557,,normal,
fil,wikidata,Q105855253,AVG Antivirus Vault file (v7),file format,,,https://www.wikidata.org/wiki/Q105855253,,,file format,Q235557,,normal,
