pl_id,ext,source,strength,source_key,evidence
pl/gosu-programming-language,.gs,pygments,primary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/gosu-programming-language,.gsx,pygments,secondary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/gosu-programming-language,.gsp,pygments,secondary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/gosu-programming-language,.vark,pygments,secondary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/grace,.grace,linguist,primary,Grace,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/gradle,.gradle,linguist,primary,Gradle,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/gradle,.groovy,pygments,primary,GroovyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/gradle,.gradle,pygments,secondary,GroovyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/grammatical-framework,.gf,linguist,primary,Grammatical Framework,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/graph-modeling-language,.gml,linguist,primary,Graph Modeling Language,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/graphql,.graphql,linguist,primary,GraphQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/graphql,.gql,linguist,secondary,GraphQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/graphql,.graphqls,linguist,secondary,GraphQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/graphql,.graphql,pygments,primary,GraphQLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/graphviz-dot,.dot,linguist,primary,Graphviz (DOT),https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/graphviz-dot,.gv,linguist,secondary,Graphviz (DOT),https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/graphviz-dot,.gv,pygments,primary,GraphvizLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/graphviz-dot,.dot,pygments,secondary,GraphvizLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groff,.man,pygments,primary,GroffLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groff,.1p,pygments,secondary,GroffLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groff,.3pm,pygments,secondary,GroffLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groovy,.groovy,linguist,primary,Groovy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/groovy,.grt,linguist,secondary,Groovy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/groovy,.gtpl,linguist,secondary,Groovy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/groovy,.gvy,linguist,secondary,Groovy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/groovy,.groovy,pygments,primary,GroovyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groovy,.gradle,pygments,secondary,GroovyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groovy-server-pages,.gsp,linguist,primary,Groovy Server Pages,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/groovy-server-pages,.gs,pygments,primary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groovy-server-pages,.gsx,pygments,secondary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groovy-server-pages,.gsp,pygments,secondary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/groovy-server-pages,.vark,pygments,secondary,GosuLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/gsc,.gsc,linguist,primary,GSC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/gsc,.csc,linguist,secondary,GSC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/gsc,.gsh,linguist,secondary,GSC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/gsql,.gsql,pygments,primary,GSQLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hack,.hack,linguist,primary,Hack,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hack,.hh,linguist,secondary,Hack,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hack,.hhi,linguist,secondary,Hack,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hack,.php,linguist,secondary,Hack,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hack,.php,pygments,primary,PhpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hack,.inc,pygments,secondary,PhpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/haml,.haml,linguist,primary,Haml,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haml,.haml,pygments,primary,HamlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/handlebars,.handlebars,linguist,primary,Handlebars,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/handlebars,.hbs,linguist,secondary,Handlebars,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haproxy,.cfg,linguist,primary,HAProxy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haproxy,.ini,pygments,primary,IniLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/haproxy,.cfg,pygments,secondary,IniLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/haproxy,.inf,pygments,secondary,IniLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/haproxy,.editorconfig,pygments,secondary,IniLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/harbour,.hb,linguist,primary,Harbour,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hare,.ha,linguist,primary,Hare,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hare,.ha,pygments,primary,HareLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/haskell,.hs,linguist,primary,Haskell,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haskell,.hs-boot,linguist,secondary,Haskell,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haskell,.hsc,linguist,secondary,Haskell,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haskell,.hs,pygments,primary,HaskellLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/haxe,.hx,linguist,primary,Haxe,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haxe,.hxsl,linguist,secondary,Haxe,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/haxe,.hx,pygments,primary,HaxeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/haxe,.hxsl,pygments,secondary,HaxeLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hcl,.hcl,linguist,primary,HCL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hcl,.nomad,linguist,secondary,HCL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hcl,.tf,linguist,secondary,HCL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hcl,.tfvars,linguist,secondary,HCL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hcl,.tofu,linguist,secondary,HCL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hcl,.workflow,linguist,secondary,HCL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hcl,.tf,pygments,primary,TerraformLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hcl,.hcl,pygments,secondary,TerraformLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hip,.hip,linguist,primary,HIP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hiveql,.q,linguist,primary,HiveQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hiveql,.hql,linguist,secondary,HiveQL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hlsl,.hlsl,linguist,primary,HLSL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hlsl,.cginc,linguist,secondary,HLSL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hlsl,.fx,linguist,secondary,HLSL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hlsl,.fxh,linguist,secondary,HLSL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hlsl,.hlsli,linguist,secondary,HLSL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hlsl,.hlsl,pygments,primary,HLSLShaderLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hlsl,.hlsli,pygments,secondary,HLSLShaderLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hocon,.hocon,linguist,primary,HOCON,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/holyc,.hc,linguist,primary,HolyC,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hoon,.hoon,linguist,primary,hoon,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hs,.hs,pygments,primary,HaskellLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html,.html,linguist,primary,HTML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html,.hta,linguist,secondary,HTML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html,.htm,linguist,secondary,HTML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html,.inc,linguist,secondary,HTML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html,.xht,linguist,secondary,HTML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html,.xhtml,linguist,secondary,HTML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html,.html,pygments,primary,HtmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html,.htm,pygments,secondary,HtmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html,.xhtml,pygments,secondary,HtmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html,.xslt,pygments,secondary,HtmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html-ecr,.ecr,linguist,primary,HTML+ECR,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html-eex,.heex,linguist,secondary,HTML+EEX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html-eex,.leex,linguist,secondary,HTML+EEX,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html-eex,.ex,pygments,primary,ElixirLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html-eex,.eex,pygments,secondary,ElixirLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html-eex,.exs,pygments,secondary,ElixirLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html-eex,.leex,pygments,secondary,ElixirLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html-erb,.erb,linguist,primary,HTML+ERB,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html-erb,.rhtml,linguist,secondary,HTML+ERB,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html-erb,.rhtml,pygments,primary,RhtmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html-php,.phtml,linguist,primary,HTML+PHP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html-php,.phtml,pygments,primary,HtmlPhpLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/html-razor,.cshtml,linguist,primary,HTML+Razor,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/html-razor,.razor,linguist,secondary,HTML+Razor,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/http,.http,linguist,primary,HTTP,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hurl,.hurl,linguist,primary,Hurl,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hxml,.hxml,linguist,primary,HXML,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hxml,.hxml,pygments,primary,HxmlLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hy,.hy,linguist,primary,Hy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hy,.hy,pygments,primary,HyLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hyphy,.bf,linguist,primary,HyPhy,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/hyphy,.bf,pygments,primary,BrainfuckLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/hyphy,.b,pygments,secondary,BrainfuckLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/icalendar,.ics,linguist,primary,iCalendar,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/icalendar,.ical,linguist,secondary,iCalendar,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/icon,.icon,pygments,primary,IconLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/idl,.pro,linguist,primary,IDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/idl,.dlm,linguist,secondary,IDL,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/idl,.pro,pygments,primary,IDLLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/idris,.idr,linguist,primary,Idris,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/idris,.lidr,linguist,secondary,Idris,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/idris,.idr,pygments,primary,IdrisLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/ignore-list,.gitignore,linguist,primary,Ignore List,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/igor-pro,.ipf,linguist,primary,IGOR Pro,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/igor-pro,.ipf,pygments,primary,IgorLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/imagej-macro,.ijm,linguist,primary,ImageJ Macro,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/imba,.imba,linguist,primary,Imba,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/inform-7,.ni,linguist,primary,Inform 7,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/inform-7,.i7x,linguist,secondary,Inform 7,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/inform-7,.ni,pygments,primary,Inform7Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/inform-7,.i7x,pygments,secondary,Inform7Lexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/ini,.ini,linguist,primary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.cfg,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.cnf,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.dof,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.frm,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.prefs,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.pro,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.properties,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.url,linguist,secondary,INI,https://github.com/github-linguist/linguist/blob/master/lib/linguist/languages.yml
pl/ini,.ini,pygments,primary,IniLexer,pygments.lexers._mapping.LEXERS (via master CSV)
pl/ini,.cfg,pygments,secondary,IniLexer,pygments.lexers._mapping.LEXERS (via master CSV)
